crop,disease,visual_description,treatment,formality
0,4,symptom include development discrete circular lesion characterized necrotic tissue surrounded chlorotic halo corn leaf,employment integrated pest management strategy incorporating fungicidal application cultural practice advised manage gray leaf spot corn production,0
0,4,visual indication consist irregularly shaped brown lesion well defined margin occurring upper surface corn leaf,implementation systematic fungicidal regime coupled cultural method essential effective suppression gray leaf spot corn cultivation,0
0,4,characterized appearance brownish lesion prominent dark border often concentrated lower leaf corn plant,adoption comprehensive disease management plan including chemical control measure varietal resistance crucial mitigating impact gray leaf spot corn yield,0
0,4,disease present distinct brown necrotic spot visible dark margin primarily affecting lower leaf corn plant,utilization targeted fungicidal application alongside cultural practice crop rotation imperative effective management gray leaf spot corn crop,0
0,4,characterized presence irregular tan lesion well defined margin distributed across foliage corn plant,application fungicide specific activity causative pathogen recommended control gray leaf spot minimize yield loss corn cultivation,0
0,4,manifestation evident formation oval elongated tan lesion surrounded distinct dark border corn foliage,incorporation cultural practice proper crop spacing residue management alongside targeted fungicidal treatment crucial effective management gray leaf spot corn production,0
0,4,symptom include occurrence irregularly shaped brown lesion exhibiting well defined margin leaf corn plant,implementation proactive disease management strategy including application fungicide systemic action recommended mitigate spread gray leaf spot corn crop,0
0,4,visual symptom consist small circular lesion characteristic dark border predominantly observed lower foliage corn plant,employment integrated approach encompassing fungicidal treatment cultural practice sanitation crop rotation essential effective control gray leaf spot corn cultivation,0
0,4,characterized presence discrete tan lesion exhibiting prominent dark margin leaf corn plant,adoption systematic disease management approach including use fungicide multiple mode action recommended combat gray leaf spot safeguard corn yield quality,0
0,4,symptom manifest irregularly shaped brown lesion distinct dark border primarily affecting lower leaf corn plant,utilization fungicide proven efficacy gray leaf spot conjunction agronomic practice promoting plant health essential effective disease control corn production,0
0,4,visual indication include development oval elongated tan lesion prominent dark margin corn foliage,implementation comprehensive disease management strategy incorporating fungicidal application timed according disease development vital mitigating impact gray leaf spot corn crop,0
0,4,characterized occurrence discrete circular lesion exhibiting necrotic tissue surrounded distinct chlorotic halo corn leaf,application fungicide protective curative property combined cultural practice crop rotation recommended effectively manage gray leaf spot corn cultivation,0
0,4,manifestation appears irregular brown lesion well defined margin typically concentrated lower foliage corn plant,adoption integrated disease management approach including use fungicide proven efficacy cultural practice promoting air circulation essential effective control gray leaf spot corn production,0
0,4,visual symptom consist irregularly shaped tan lesion surrounded distinct dark border predominantly observed lower leaf corn plant,employment fungicide systemic activity combination cultural practice aimed reducing plant stress crucial managing gray leaf spot preserving corn yield quality,0
0,4,symptom include presence discrete circular lesion exhibiting necrotic tissue surrounded distinct chlorotic halo corn foliage,implementation proactive disease management strategy incorporating fungicidal application crop rotation recommended mitigate impact gray leaf spot corn crop,0
0,4,characterized occurrence irregular brown lesion well defined margin primarily affecting lower leaf corn plant,adoption integrated pest management approach combining chemical control measure cultural practice promoting plant vigor essential effective suppression gray leaf spot corn cultivation,0
0,4,visual indication consist small circular lesion characteristic dark border predominantly observed lower foliage corn plant,utilization fungicide systemic activity conjunction cultural practice crop rotation residue management recommended effectively manage gray leaf spot corn production,0
0,4,manifestation appears irregular tan lesion surrounded distinct dark margin primarily concentrated lower leaf corn plant,implementation comprehensive disease management strategy including use fungicide multiple mode action essential mitigating impact gray leaf spot corn yield quality,0
0,4,symptom include presence discrete circular lesion exhibiting necrotic tissue surrounded distinct chlorotic halo corn foliage,adoption proactive disease management approach integrating fungicidal treatment cultural practice promoting plant vigor crucial effective suppression gray leaf spot corn cultivation,0
0,4,characterized occurrence irregular brown lesion well defined margin primarily affecting lower foliage corn plant,employment integrated pest management approach incorporating chemical control measure cultural practice aimed reducing inoculum level recommended manage gray leaf spot corn production,0
0,4,visual symptom consist small circular lesion characteristic dark border predominantly observed lower foliage corn plant,utilization fungicide systemic activity conjunction cultural practice proper irrigation management recommended effectively manage gray leaf spot corn cultivation,0
0,4,manifestation appears irregular tan lesion surrounded distinct dark margin primarily concentrated lower leaf corn plant,implementation comprehensive disease management strategy including use fungicide multiple mode action essential mitigating impact gray leaf spot corn yield quality,0
0,4,symptom include presence discrete circular lesion exhibiting necrotic tissue surrounded distinct chlorotic halo corn foliage,adoption proactive disease management approach integrating fungicidal treatment cultural practice promoting plant vigor crucial effective suppression gray leaf spot corn cultivation,0
0,4,characterized occurrence irregular brown lesion well defined margin primarily affecting lower foliage corn plant,employment integrated pest management approach incorporating chemical control measure cultural practice aimed reducing inoculum level recommended manage gray leaf spot corn production,0
